person,dept,eow,cause,cause_short,date,year,canine,dept_name,state
eow: wednesday, january 31,1951,cause of death: automobile accident,automobile accident,1951-01-31,1951,False,colorado state patrol, co
eow: sunday, february 4,1951,cause of death: vehicular assault,vehicular assault,1951-02-04,1951,False,united states army military police corps, us
eow: sunday, february 4,1951,cause of death: struck by train,struck by train,1951-02-04,1951,False,illinois state police, il
eow: wednesday, february 7,1951,cause of death: gunfire,gunfire,1951-02-07,1951,False,dallas police department, tx
eow: monday, february 12,1951,cause of death: automobile accident,automobile accident,1951-02-12,1951,False,sacramento county sheriff's department, ca
eow: wednesday, february 14,1951,cause of death: automobile accident,automobile accident,1951-02-14,1951,False,kentucky state police, ky
eow: saturday, february 17,1951,cause of death: gunfire,gunfire,1951-02-17,1951,False,coral gables police department, fl
eow: monday, february 19,1951,cause of death: automobile accident,automobile accident,1951-02-19,1951,False,united states army military police corps, us
eow: sunday, february 25,1951,cause of death: gunfire,gunfire,1951-02-25,1951,False,eminence police department, ky
eow: tuesday, february 27,1951,cause of death: gunfire,gunfire,1951-02-27,1951,False,lima police department, oh
eow: wednesday, february 28,1951,cause of death: automobile accident,automobile accident,1951-02-28,1951,False,miami police department, fl
eow: wednesday, february 28,1951,cause of death: stabbed,stabbed,1951-02-28,1951,False,new jersey department of corrections, nj
eow: wednesday, february 28,1951,cause of death: heart attack,heart attack,1951-02-28,1951,False,philadelphia police department, pa
eow: friday, march 2,1951,cause of death: motorcycle accident,motorcycle accident,1951-03-02,1951,False,fayetteville police department, nc
eow: thursday, march 8,1951,cause of death: gunfire,gunfire,1951-03-08,1951,False,illinois state police, il
eow: saturday, march 17,1951,cause of death: gunfire,gunfire,1951-03-17,1951,False,el paso police department, tx
eow: sunday, march 25,1951,cause of death: motorcycle accident,motorcycle accident,1951-03-25,1951,False,oakland police department, ca
eow: sunday, march 25,1951,cause of death: automobile accident,automobile accident,1951-03-25,1951,False,east st. louis police department, il
eow: sunday, march 25,1951,cause of death: assault,assault,1951-03-25,1951,False,minneapolis police department, mn
eow: wednesday, april 4,1951,cause of death: gunfire,gunfire,1951-04-04,1951,False,graysville police department, al
eow: thursday, april 5,1951,cause of death: motorcycle accident,motorcycle accident,1951-04-05,1951,False,los angeles police department, ca
eow: wednesday, april 11,1951,cause of death: struck by train,struck by train,1951-04-11,1951,False,illinois state police, il
eow: friday, april 13,1951,cause of death: gunfire,gunfire,1951-04-13,1951,False,simpson county sheriff's department, ms
eow: friday, april 20,1951,cause of death: automobile accident,automobile accident,1951-04-20,1951,False,georgia state patrol, ga
eow: sunday, april 22,1951,cause of death: automobile accident,automobile accident,1951-04-22,1951,False,mississippi department of public safety - highway patrol, ms
eow: tuesday, april 24,1951,cause of death: automobile accident,automobile accident,1951-04-24,1951,False,flint police department, mi
eow: saturday, may 12,1951,cause of death: gunfire,gunfire,1951-05-12,1951,False,new york city police department, ny
eow: thursday, may 17,1951,cause of death: gunfire,gunfire,1951-05-17,1951,False,boaz police department, al
eow: thursday, may 17,1951,cause of death: gunfire,gunfire,1951-05-17,1951,False,marshall county sheriff's department, al
eow: friday, may 18,1951,cause of death: gunfire,gunfire,1951-05-18,1951,False,marshall county sheriff's department, al
eow: friday, may 18,1951,cause of death: gunfire,gunfire,1951-05-18,1951,False,tulsa police department, ok
eow: wednesday, may 23,1951,cause of death: gunfire,gunfire,1951-05-23,1951,False,salt lake city police department, ut
eow: saturday, may 26,1951,cause of death: motorcycle accident,motorcycle accident,1951-05-26,1951,False,new jersey state police, nj
eow: sunday, may 27,1951,cause of death: automobile accident,automobile accident,1951-05-27,1951,False,pensacola police department, fl
eow: wednesday, may 30,1951,cause of death: automobile accident,automobile accident,1951-05-30,1951,False,delaware state police, de
eow: sunday, june 3,1951,cause of death: electrocuted,electrocuted,1951-06-03,1951,False,hagerstown police department, md
eow: sunday, june 3,1951,cause of death: gunfire,gunfire,1951-06-03,1951,False,chesapeake police department, oh
eow: tuesday, june 5,1951,cause of death: gunfire,gunfire,1951-06-05,1951,False,decatur police department, ar
eow: saturday, june 9,1951,cause of death: gunfire,gunfire,1951-06-09,1951,False,chatham county police department, ga
eow: sunday, june 10,1951,cause of death: heart attack,heart attack,1951-06-10,1951,False,stockbridge police department, ma
eow: tuesday, june 12,1951,cause of death: gunfire,gunfire,1951-06-12,1951,False,puerto rico police department, pr
eow: thursday, june 14,1951,cause of death: gunfire,gunfire,1951-06-14,1951,False,new york state police, ny
eow: friday, june 15,1951,cause of death: vehicular assault,vehicular assault,1951-06-15,1951,False,ontario police department, ca
eow: sunday, june 17,1951,cause of death: gunfire,gunfire,1951-06-17,1951,False,hopkinsville police department, ky
eow: friday, june 22,1951,cause of death: motorcycle accident,motorcycle accident,1951-06-22,1951,False,roselle police department, nj
eow: saturday, june 23,1951,cause of death: accidental,accidental,1951-06-23,1951,False,puerto rico police department, pr
eow: sunday, june 24,1951,cause of death: struck by vehicle,struck by vehicle,1951-06-24,1951,False,oklahoma highway patrol, ok
eow: monday, june 25,1951,cause of death: automobile accident,automobile accident,1951-06-25,1951,False,terre haute police department, in
eow: tuesday, june 26,1951,cause of death: gunfire,gunfire,1951-06-26,1951,False,indianapolis police department, in
eow: tuesday, june 26,1951,cause of death: heart attack,heart attack,1951-06-26,1951,False,new york city police department, ny
eow: saturday, june 30,1951,cause of death: motorcycle accident,motorcycle accident,1951-06-30,1951,False,sacramento police department, ca
eow: saturday, june 30,1951,cause of death: heart attack,heart attack,1951-06-30,1951,False,detroit police department, mi
eow: saturday, june 30,1951,cause of death: gunfire,gunfire,1951-06-30,1951,False,branchville police department, sc
eow: saturday, july 7,1951,cause of death: automobile accident,automobile accident,1951-07-07,1951,False,florida state beverage department, fl
eow: saturday, july 7,1951,cause of death: gunfire,gunfire,1951-07-07,1951,False,hobbs police department, nm
eow: saturday, july 14,1951,cause of death: automobile accident,automobile accident,1951-07-14,1951,False,united states department of justice - united states marshals service, us
eow: tuesday, july 24,1951,cause of death: motorcycle accident,motorcycle accident,1951-07-24,1951,False,new york city police department, ny
eow: tuesday, july 31,1951,cause of death: automobile accident,automobile accident,1951-07-31,1951,False,loudon county sheriff's department, tn
eow: tuesday, july 31,1951,cause of death: gunfire,gunfire,1951-07-31,1951,False,greenbrier county sheriff's office, wv
eow: thursday, august 9,1951,cause of death: gunfire,gunfire,1951-08-09,1951,False,winston county sheriff's office, al
eow: saturday, august 11,1951,cause of death: stabbed,stabbed,1951-08-11,1951,False,california department of the youth authority, ca
eow: wednesday, august 15,1951,cause of death: vehicular assault,vehicular assault,1951-08-15,1951,False,albuquerque police department, nm
eow: thursday, august 16,1951,cause of death: automobile accident,automobile accident,1951-08-16,1951,False,wright county sheriff's office, mn
eow: saturday, august 18,1951,cause of death: heart attack,heart attack,1951-08-18,1951,False,calais police department, me
eow: saturday, august 18,1951,cause of death: vehicular assault,vehicular assault,1951-08-18,1951,False,washington state patrol, wa
eow: sunday, august 19,1951,cause of death: motorcycle accident,motorcycle accident,1951-08-19,1951,False,california highway patrol, ca
eow: sunday, august 19,1951,cause of death: gunfire,gunfire,1951-08-19,1951,False,puerto rico police department, pr
eow: friday, august 24,1951,cause of death: gunfire,gunfire,1951-08-24,1951,False,refugio county sheriff's department, tx
eow: sunday, august 26,1951,cause of death: gunfire,gunfire,1951-08-26,1951,False,ben hill county sheriff's office, ga
eow: thursday, august 30,1951,cause of death: gunfire,gunfire,1951-08-30,1951,False,ben hill county sheriff's office, ga
eow: friday, august 31,1951,cause of death: gunfire,gunfire,1951-08-31,1951,False,massachusetts state police, ma
eow: friday, august 31,1951,cause of death: automobile accident,automobile accident,1951-08-31,1951,False,united states postal inspection service, us
eow: friday, august 31,1951,cause of death: gunfire,gunfire,1951-08-31,1951,False,ontario county sheriff's office, ny
eow: saturday, september 1,1951,cause of death: struck by vehicle,struck by vehicle,1951-09-01,1951,False,new york state police, ny
eow: wednesday, september 5,1951,cause of death: motorcycle accident,motorcycle accident,1951-09-05,1951,False,camden police department, nj
eow: thursday, september 6,1951,cause of death: assault,assault,1951-09-06,1951,False,south dakota department of corrections, sd
eow: saturday, september 8,1951,cause of death: automobile accident,automobile accident,1951-09-08,1951,False,indianapolis police department, in
eow: monday, september 10,1951,cause of death: explosion,explosion,1951-09-10,1951,False,new york city police department, ny
eow: sunday, september 16,1951,cause of death: heart attack,heart attack,1951-09-16,1951,False,letcher county constable's office, ky
eow: wednesday, september 19,1951,cause of death: motorcycle accident,motorcycle accident,1951-09-19,1951,False,oakland police department, ca
eow: sunday, september 30,1951,cause of death: motorcycle accident,motorcycle accident,1951-09-30,1951,False,los angeles police department, ca
eow: sunday, september 30,1951,cause of death: gunfire,gunfire,1951-09-30,1951,False,tulare county sheriff's office, ca
eow: sunday, september 30,1951,cause of death: gunfire,gunfire,1951-09-30,1951,False,elberton police department, ga
eow: monday, october 1,1951,cause of death: automobile accident,automobile accident,1951-10-01,1951,False,placer county sheriff's department, ca
eow: saturday, october 6,1951,cause of death: gunfire,gunfire,1951-10-06,1951,False,bay county sheriff's office, fl
eow: saturday, october 6,1951,cause of death: motorcycle accident,motorcycle accident,1951-10-06,1951,False,hoboken police department, nj
eow: wednesday, october 17,1951,cause of death: automobile accident,automobile accident,1951-10-17,1951,False,cincinnati police department, oh
eow: tuesday, october 23,1951,cause of death: gunfire,gunfire,1951-10-23,1951,False,virginia state police, va
eow: saturday, november 3,1951,cause of death: automobile accident,automobile accident,1951-11-03,1951,False,cambridge police department, ma
eow: monday, november 5,1951,cause of death: gunfire,gunfire,1951-11-05,1951,False,new britain police department, ct
eow: friday, november 9,1951,cause of death: gunfire,gunfire,1951-11-09,1951,False,tennessee department of correction, tn
